timestamp;latitude;longitude;altitude;horizontalAccuracy;verticalAccuracy;speed;course
2018-03-14 13:01:51 +0000;40.737693;-73.986413;21.812897;25.000000;25.000000;4.500000;26.367188
2018-03-14 13:01:57 +0000;40.737679;-73.986296;20.312408;25.000000;25.000000;3.492000;121.640625
2018-03-14 13:02:00 +0000;40.737610;-73.986218;19.999298;25.000000;25.000000;3.600000;133.242188
2018-03-14 13:02:05 +0000;40.737548;-73.986119;22.074188;25.000000;25.000000;0.792000;33.398438
2018-03-14 13:02:15 +0000;40.737514;-73.986002;22.570160;25.000000;25.000000;1.332000;157.148438
2018-03-14 13:02:24 +0000;40.737504;-73.985875;24.062469;25.000000;25.000000;4.140000;130.781250
2018-03-14 13:02:31 +0000;40.737479;-73.985754;23.419495;25.000000;25.000000;3.132000;113.906250
2018-03-14 13:02:41 +0000;40.737478;-73.985632;22.612000;25.000000;25.000000;1.080000;113.203125
2018-03-14 13:02:49 +0000;40.737413;-73.985520;22.192505;25.000000;25.000000;3.060000;99.492188
2018-03-14 13:02:54 +0000;40.737357;-73.985421;18.241669;25.000000;25.000000;4.140000;144.492188
2018-03-14 13:03:00 +0000;40.737363;-73.985293;18.863861;25.000000;25.000000;6.552000;47.460938
2018-03-14 13:03:06 +0000;40.737385;-73.985170;15.101868;25.000000;25.000000;3.708000;65.039062
2018-03-14 13:03:13 +0000;40.737438;-73.985062;13.699036;25.000000;25.000000;4.788000;34.101562
2018-03-14 13:03:26 +0000;40.737362;-73.984970;11.744720;25.000000;25.000000;3.672000;129.023438
2018-03-14 13:03:31 +0000;40.737285;-73.984906;12.263489;25.000000;25.000000;4.680000;121.992188
2018-03-14 13:03:36 +0000;40.737205;-73.984848;14.947632;25.000000;25.000000;4.716000;123.046875
2018-03-14 13:03:42 +0000;40.737134;-73.984763;13.641632;25.000000;25.000000;4.140000;118.476562
2018-03-14 13:03:48 +0000;40.737063;-73.984677;14.143524;25.000000;25.000000;4.140000;131.835938
2018-03-14 13:03:50 +0000;40.737043;-73.984648;13.348694;10.000000;10.000000;4.140000;104.062500
2018-03-14 13:04:12 +0000;40.737116;-73.984729;12.706635;25.000000;25.000000;4.356000;310.781250
2018-03-14 13:04:17 +0000;40.737149;-73.984810;19.808777;10.000000;10.000000;4.104000;303.046875
2018-03-14 13:04:24 +0000;40.737191;-73.984918;12.716187;25.000000;25.000000;4.968000;311.132812
2018-03-14 13:04:31 +0000;40.737254;-73.985008;14.905487;25.000000;25.000000;4.392000;300.585938
